,location,size,total_sqft,bath,price,bhk,price_per_sqft
5472,Tumkur Road,3 BHK,1500.0,3.0,95.0,3,6333.333333333332
5473,Tumkur Road,3 BHK,1779.0,3.0,112.0,3,6295.67172568859
5474,Tumkur Road,3 BHK,1586.0,3.0,100.0,3,6305.1702395964685
5475,Tumkur Road,2 BHK,1098.0,2.0,72.0,2,6557.377049180328
5476,Tumkur Road,3 BHK,1354.0,3.0,90.0,3,6646.9719350073865
5477,Tumkur Road,3 BHK,1240.0,2.0,84.0,3,6774.1935483870975
5478,Tumkur Road,2 BHK,1239.0,2.0,82.0,2,6618.2405165456
5479,Tumkur Road,2 BHK,1246.0,2.0,82.0,2,6581.0593900481545
5480,Tumkur Road,3 BHK,1500.0,3.0,100.0,3,6666.666666666668
5481,Tumkur Road,3 BHK,1416.0,3.0,94.0,3,6638.4180790960445
5482,Tumkur Road,2 BHK,1027.0,2.0,60.0,2,5842.259006815969
5483,Tumkur Road,2 BHK,1027.0,2.0,68.62,2,6681.596884128529
5484,Tumkur Road,3 BHK,1459.0,2.0,95.0,3,6511.3091158327625
5485,Tumkur Road,2 BHK,992.0,2.0,60.0,2,6048.387096774193
5486,Tumkur Road,2 BHK,1066.0,2.0,52.5,2,4924.953095684803
5487,Tumkur Road,3 BHK,1240.0,2.0,79.0,3,6370.967741935483
5488,Tumkur Road,3 BHK,1441.0,2.0,95.0,3,6592.643997224151
5489,Tumkur Road,3 BHK,1240.0,2.0,83.0,3,6693.548387096775
5490,Tumkur Road,2 BHK,1027.0,2.0,67.0,2,6523.855890944498
5491,Tumkur Road,3 BHK,1354.0,3.0,85.86,3,6341.2112259970445
5492,Ulsoor,3 BHK,2135.0,3.0,215.0,3,10070.257611241215
5493,Ulsoor,2 BHK,1275.0,2.0,120.0,2,9411.764705882353
5494,Ulsoor,3 BHK,1020.0,3.0,110.0,3,10784.313725490196
5495,Ulsoor,2 BHK,1200.0,2.0,60.0,2,5000.0
5496,Ulsoor,2 BHK,1180.0,2.0,100.0,2,8474.57627118644
5497,Ulsoor,3 BHK,1340.0,3.0,90.0,3,6716.417910447763
5498,Ulsoor,3 BHK,1500.0,2.0,125.0,3,8333.333333333334
5499,Ulsoor,3 BHK,2000.0,3.0,185.0,3,9250.0
5500,Ulsoor,2 BHK,1255.0,2.0,120.0,2,9561.752988047807
5501,Ulsoor,3 BHK,1685.0,4.0,185.0,3,10979.228486646884
5502,Ulsoor,3 BHK,2135.0,3.0,170.0,3,7962.5292740046825
5503,Ulsoor,2 Bedroom,1160.0,2.0,130.0,2,11206.896551724138
5504,Uttarahalli,3 BHK,1440.0,2.0,62.0,3,4305.555555555556
5505,Uttarahalli,2 BHK,1143.0,2.0,45.0,2,3937.0078740157483
5506,Uttarahalli,2 BHK,1020.0,2.0,45.0,2,4411.764705882353
5507,Uttarahalli,2 BHK,1286.0,2.0,63.0,2,4898.9113530326595
5508,Uttarahalli,2 BHK,1101.0,2.0,45.0,2,4087.193460490463
5509,Uttarahalli,2 BHK,1345.0,2.0,67.0,2,4981.4126394052055
5510,Uttarahalli,2 BHK,1175.0,2.0,47.0,2,4000.0
5511,Uttarahalli,3 BHK,1390.0,2.0,62.55,3,4500.0
5512,Uttarahalli,3 BHK,1330.0,2.0,56.0,3,4210.526315789473
5513,Uttarahalli,2 BHK,1008.0,2.0,45.0,2,4464.285714285715
5514,Uttarahalli,3 BHK,1390.0,2.0,60.47,3,4350.359712230216
5515,Uttarahalli,3 BHK,1617.0,3.0,66.68,3,4123.685837971553
5516,Uttarahalli,2 BHK,1150.0,2.0,49.0,2,4260.869565217391
5517,Uttarahalli,3 BHK,1330.0,2.0,56.0,3,4210.526315789473
5518,Uttarahalli,2 BHK,1200.0,2.0,44.0,2,3666.666666666666
5519,Uttarahalli,2 BHK,882.0,2.0,30.0,2,3401.3605442176868
5520,Uttarahalli,2 BHK,993.0,2.0,39.71,2,3998.9929506545827
5521,Uttarahalli,2 BHK,1045.0,2.0,45.0,2,4306.2200956937795
5522,Uttarahalli,2 BHK,850.0,2.0,37.93,2,4462.35294117647
5523,Uttarahalli,6 BHK,3600.0,6.0,120.0,6,3333.333333333333
5524,Uttarahalli,3 BHK,1788.0,3.0,98.34,3,5500.0
5525,Uttarahalli,3 BHK,1345.0,2.0,57.0,3,4237.918215613383
5526,Uttarahalli,2 BHK,1089.0,2.0,43.55,2,3999.0817263544536
5527,Uttarahalli,2 BHK,1279.0,2.0,48.0,2,3752.9319781078966
5528,Uttarahalli,3 BHK,1425.0,2.0,64.0,3,4491.228070175439
5529,Uttarahalli,2 BHK,1155.0,2.0,40.42,2,3499.5670995671
5530,Uttarahalli,2 BHK,1050.0,2.0,42.0,2,4000.0
5531,Uttarahalli,3 BHK,1300.0,2.0,55.0,3,4230.769230769231
5532,Uttarahalli,3 BHK,1250.0,2.0,55.0,3,4400.0
5533,Uttarahalli,3 BHK,1700.0,3.0,88.0,3,5176.470588235295
5534,Uttarahalli,3 BHK,1200.0,3.0,50.0,3,4166.666666666667
5535,Uttarahalli,2 BHK,1085.0,2.0,43.0,2,3963.1336405529964
5536,Uttarahalli,2 BHK,1175.0,2.0,47.0,2,4000.0
5537,Uttarahalli,3 BHK,1689.28,3.0,91.2,3,5398.74976321273
5538,Uttarahalli,2 BHK,1175.0,2.0,47.0,2,4000.0
5539,Uttarahalli,2 BHK,1137.0,2.0,63.0,2,5540.8970976253295
5540,Uttarahalli,3 BHK,1215.0,2.0,52.85,3,4349.794238683126
5541,Uttarahalli,2 BHK,1325.0,2.0,53.0,2,4000.0
5542,Uttarahalli,3 BHK,1300.0,2.0,60.0,3,4615.384615384615
5543,Uttarahalli,2 BHK,850.0,2.0,35.0,2,4117.64705882353
5544,Uttarahalli,3 BHK,1627.86,3.0,88.0,3,5405.87028368533
5545,Uttarahalli,3 BHK,1360.0,2.0,61.2,3,4500.0
5546,Uttarahalli,1 BHK,661.0,1.0,36.0,1,5446.2934947049935
5547,Uttarahalli,2 BHK,1134.0,2.0,45.36,2,4000.0
5548,Uttarahalli,3 BHK,1320.0,2.0,55.44,3,4200.0
5549,Uttarahalli,3 BHK,1390.0,2.0,61.16,3,4400.0
5550,Uttarahalli,2 BHK,1090.0,2.0,45.0,2,4128.440366972477
5551,Uttarahalli,2 BHK,1050.0,2.0,42.0,2,4000.0
5552,Uttarahalli,2 BHK,1123.0,2.0,48.0,2,4274.26536064114
5553,Uttarahalli,3 BHK,1329.0,2.0,56.0,3,4213.694507148231
5554,Uttarahalli,2 BHK,938.0,2.0,35.0,2,3731.343283582089
5555,Uttarahalli,2 BHK,1100.0,1.0,45.0,2,4090.909090909091
5556,Uttarahalli,2 BHK,1125.0,2.0,47.0,2,4177.777777777777
5557,Uttarahalli,3 BHK,1685.0,3.0,85.0,3,5044.510385756676
5558,Uttarahalli,3 BHK,1390.0,2.0,62.55,3,4500.0
5559,Uttarahalli,2 BHK,1180.0,2.0,41.3,2,3499.9999999999995
5560,Uttarahalli,2 BHK,1380.0,2.0,42.0,2,3043.478260869565
5561,Uttarahalli,3 BHK,1737.0,2.0,95.0,3,5469.199769717904
5562,Uttarahalli,2 BHK,1160.0,2.0,45.0,2,3879.310344827586
5563,Uttarahalli,3 BHK,1280.0,2.0,60.0,3,4687.5
5564,Uttarahalli,2 BHK,1190.0,2.0,53.55,2,4500.0
5565,Uttarahalli,3 BHK,1330.0,2.0,57.0,3,4285.714285714285
5566,Uttarahalli,3 BHK,1560.0,3.0,74.0,3,4743.589743589743
5567,Uttarahalli,2 BHK,1125.0,2.0,48.0,2,4266.666666666667
5568,Uttarahalli,3 BHK,1320.0,2.0,55.44,3,4200.0
5569,Uttarahalli,2 BHK,1160.0,2.0,40.6,2,3500.0
5570,Uttarahalli,2 BHK,1065.0,2.0,42.59,2,3999.06103286385
5571,Uttarahalli,2 BHK,1075.0,2.0,46.76,2,4349.767441860465
5572,Uttarahalli,2 BHK,1155.0,2.0,40.6,2,3515.151515151515
5573,Uttarahalli,3 BHK,1215.0,2.0,52.85,3,4349.794238683126
5574,Uttarahalli,2 BHK,1180.0,2.0,41.3,2,3499.9999999999995
5575,Uttarahalli,2 BHK,1002.0,2.0,40.08,2,4000.0
5576,Uttarahalli,2 BHK,1002.0,2.0,40.08,2,4000.0
5577,Uttarahalli,2 BHK,1075.0,2.0,40.0,2,3720.930232558139
5578,Uttarahalli,2 BHK,1155.0,2.0,40.43,2,3500.432900432901
5579,Uttarahalli,2 BHK,1025.0,2.0,35.88,2,3500.487804878049
5580,Uttarahalli,2 BHK,1125.0,2.0,47.65,2,4235.555555555556
5581,Uttarahalli,2 BHK,1300.0,2.0,55.0,2,4230.769230769231
5582,Uttarahalli,2 BHK,1025.0,2.0,35.88,2,3500.487804878049
5583,Uttarahalli,2 BHK,980.0,2.0,45.0,2,4591.8367346938785
5584,Uttarahalli,2 BHK,1125.0,2.0,47.0,2,4177.777777777777
5585,Uttarahalli,2 BHK,1175.0,2.0,47.0,2,4000.0
5586,Uttarahalli,3 BHK,1525.0,2.0,62.82,3,4119.3442622950815
5587,Uttarahalli,3 BHK,1265.0,2.0,65.0,3,5138.339920948617
5588,Uttarahalli,2 BHK,1213.0,2.0,48.0,2,3957.131079967024
5589,Uttarahalli,2 BHK,900.0,2.0,35.0,2,3888.888888888889
5590,Uttarahalli,2 BHK,1065.0,2.0,42.6,2,4000.0
5591,Uttarahalli,2 BHK,1125.0,2.0,47.0,2,4177.777777777777
5592,Uttarahalli,3 BHK,1270.0,2.0,55.25,3,4350.393700787402
5593,Uttarahalli,3 BHK,1270.0,2.0,55.25,3,4350.393700787402
5594,Uttarahalli,2 BHK,1107.0,2.0,45.0,2,4065.040650406504
5595,Uttarahalli,2 BHK,1200.0,2.0,55.0,2,4583.333333333333
5596,Uttarahalli,3 BHK,1460.0,3.0,76.0,3,5205.479452054795
5597,Uttarahalli,3 BHK,1500.0,3.0,68.0,3,4533.333333333333
5598,Uttarahalli,2 BHK,1120.0,2.0,50.0,2,4464.285714285715
5599,Uttarahalli,2 BHK,1150.0,2.0,46.0,2,4000.0
5600,Uttarahalli,3 BHK,1330.0,2.0,58.0,3,4360.902255639097
5601,Uttarahalli,2 BHK,1050.0,2.0,42.0,2,4000.0
5602,Uttarahalli,2 BHK,1125.0,2.0,48.0,2,4266.666666666667
5603,Uttarahalli,3 BHK,1345.0,2.0,57.0,3,4237.918215613383
5604,Uttarahalli,3 BHK,1345.0,2.0,57.0,3,4237.918215613383
5605,Uttarahalli,2 BHK,1000.0,2.0,52.0,2,5200.0
5606,Uttarahalli,2 BHK,1037.0,2.0,36.0,2,3471.552555448409
5607,Uttarahalli,2 BHK,1000.0,2.0,39.5,2,3950.0
5608,Uttarahalli,2 BHK,1125.0,1.0,45.0,2,4000.0
5609,Uttarahalli,2 BHK,1160.0,2.0,40.58,2,3498.2758620689656
5610,Uttarahalli,2 BHK,1123.0,2.0,60.0,2,5342.8317008014255
5611,Uttarahalli,2 BHK,1000.0,2.0,35.0,2,3500.0
5612,Uttarahalli,3 BHK,1330.0,2.0,57.0,3,4285.714285714285
5613,Uttarahalli,2 BHK,1125.0,2.0,47.0,2,4177.777777777777
5614,Uttarahalli,2 BHK,1165.0,1.0,42.09,2,3612.875536480687
5615,Uttarahalli,2 BHK,1260.0,2.0,55.0,2,4365.079365079365
5616,Uttarahalli,2 BHK,1284.0,2.0,53.36,2,4155.7632398753885
5617,Uttarahalli,2 BHK,1150.0,2.0,45.99,2,3999.1304347826094
5618,Uttarahalli,3 BHK,1290.0,2.0,56.12,3,4350.387596899225
5619,Uttarahalli,3 BHK,1328.0,2.0,56.0,3,4216.867469879519
5620,Uttarahalli,2 BHK,1040.0,2.0,36.4,2,3500.0
5621,Uttarahalli,3 BHK,1290.0,2.0,56.12,3,4350.387596899225
5622,Uttarahalli,2 BHK,1075.0,2.0,46.76,2,4349.767441860465
5623,Uttarahalli,3 BHK,1345.0,2.0,57.0,3,4237.918215613383
5624,Varthur,2 BHK,1160.0,2.0,44.0,2,3793.103448275862
5625,Varthur,2 BHK,1385.0,2.0,80.0,2,5776.173285198556
5626,Varthur,2 BHK,1024.0,2.0,42.0,2,4101.5625
5627,Varthur,2 BHK,1125.0,2.0,40.0,2,3555.555555555556
5628,Varthur,2 BHK,1112.0,2.0,40.0,2,3597.1223021582728
5629,Varthur,2 BHK,1055.0,2.0,45.35,2,4298.578199052133
5630,Varthur,2 BHK,1280.0,2.0,65.0,2,5078.125
5631,Varthur,2 BHK,977.0,2.0,36.0,2,3684.74923234391
5632,Varthur,3 BHK,1250.0,3.0,71.0,3,5680.0
5633,Varthur,3 Bedroom,1200.0,3.0,67.75,3,5645.833333333332
5634,Varthur,2 BHK,1111.0,2.0,41.88,2,3769.5769576957705
5635,Varthur,2 BHK,1140.0,2.0,55.5,2,4868.421052631579
5636,Varthur,2 BHK,1012.0,2.0,59.0,2,5830.039525691701
5637,Varthur,2 BHK,1140.0,2.0,39.9,2,3500.0
5638,Varthur,2 BHK,1090.0,2.0,48.0,2,4403.6697247706425
5639,Varthur,3 BHK,1450.0,3.0,71.0,3,4896.551724137931
5640,Varthur,2 BHK,1210.0,2.0,60.0,2,4958.677685950413
5641,Varthur,2 BHK,1070.0,2.0,46.0,2,4299.065420560748
5642,Varthur,3 BHK,1360.0,2.0,85.0,3,6250.0
5643,Varthur,2 BHK,965.0,2.0,34.0,2,3523.316062176166
5644,Varthur,2 BHK,1120.0,2.0,44.24,2,3950.0
5645,Varthur,3 BHK,1395.0,2.0,79.0,3,5663.082437275985
5646,Varthur,2 BHK,1085.0,2.0,45.0,2,4147.465437788019
5647,Varthur,2 BHK,1250.0,2.0,47.0,2,3760.0
5648,Varthur,3 Bedroom,1200.0,3.0,68.38,3,5698.333333333332
5649,Varthur,2 BHK,1155.0,2.0,60.0,2,5194.805194805194
5650,Varthur,2 BHK,1035.0,2.0,60.0,2,5797.101449275363
5651,Varthur,2 BHK,1155.0,2.0,39.0,2,3376.623376623377
5652,Varthur,2 BHK,1180.0,2.0,55.0,2,4661.016949152542
5653,Varthur,2 BHK,1738.0,2.0,57.35,2,3299.769850402761
5654,Varthur,2 BHK,1045.0,2.0,40.65,2,3889.952153110048
5655,Varthur,2 BHK,1155.0,2.0,39.0,2,3376.623376623377
5656,Varthur,2 BHK,1210.0,2.0,64.15,2,5301.652892561984
5657,Varthur,2 BHK,1105.0,2.0,38.0,2,3438.914027149321
5658,Varthur,3 BHK,1560.0,3.0,90.0,3,5769.23076923077
5659,Varthur,2 BHK,1760.0,2.0,85.0,2,4829.545454545455
5660,Varthur,2 BHK,1210.0,2.0,54.0,2,4462.809917355372
5661,Varthur,2 BHK,1112.0,2.0,40.0,2,3597.1223021582728
5662,Varthur,2 BHK,1000.0,1.0,65.0,2,6500.0
5663,Varthur Road,2 BHK,900.0,2.0,27.0,2,3000.0
5664,Varthur Road,2 BHK,1277.0,2.0,59.0,2,4620.203602192639
5665,Varthur Road,3 BHK,1247.0,2.0,58.0,3,4651.1627906976755
5666,Varthur Road,2 BHK,1050.0,2.0,42.7,2,4066.666666666666
5667,Varthur Road,2 BHK,1255.0,2.0,52.76,2,4203.98406374502
5668,Varthur Road,2 BHK,1033.0,2.0,32.0,2,3097.773475314618
5669,Varthur Road,2 BHK,1140.0,2.0,49.11,2,4307.894736842105
5670,Varthur Road,2 BHK,850.0,2.0,25.4,2,2988.2352941176473
5671,Vasanthapura,2 BHK,1022.0,2.0,40.0,2,3913.8943248532287
5672,Vasanthapura,2 BHK,1135.0,2.0,39.73,2,3500.440528634361
5673,Vasanthapura,2 BHK,995.0,2.0,34.82,2,3499.4974874371865
5674,Vasanthapura,2 BHK,995.0,2.0,34.82,2,3499.4974874371865
5675,Vasanthapura,2 BHK,1037.0,2.0,36.28,2,3498.553519768563
5676,Vasanthapura,2 BHK,978.0,2.0,34.22,2,3498.9775051124743
5677,Vasanthapura,2 BHK,1037.0,2.0,36.28,2,3498.553519768563
5678,Vidyaranyapura,2 Bedroom,1440.0,2.0,95.0,2,6597.222222222223
5679,Vidyaranyapura,2 BHK,1062.0,2.0,38.0,2,3578.1544256120533
5680,Vidyaranyapura,2 BHK,1200.0,2.0,55.0,2,4583.333333333333
5681,Vidyaranyapura,4 Bedroom,1200.0,4.0,90.0,4,7500.0
5682,Vidyaranyapura,2 BHK,1060.0,2.0,55.0,2,5188.679245283019
5683,Vidyaranyapura,2 BHK,1100.0,2.0,54.0,2,4909.090909090909
5684,Vidyaranyapura,3 BHK,1440.0,2.0,70.0,3,4861.11111111111
5685,Vidyaranyapura,2 BHK,1100.0,2.0,54.0,2,4909.090909090909
5686,Vidyaranyapura,2 BHK,1000.0,2.0,35.0,2,3500.0
5687,Vidyaranyapura,2 BHK,1120.0,2.0,70.0,2,6250.0
5688,Vidyaranyapura,2 BHK,945.0,2.0,40.0,2,4232.804232804233
5689,Vidyaranyapura,2 BHK,1100.0,2.0,54.0,2,4909.090909090909
5690,Vidyaranyapura,3 BHK,1200.0,2.0,65.0,3,5416.666666666667
5691,Vidyaranyapura,2 BHK,1200.0,2.0,52.0,2,4333.333333333333
5692,Vidyaranyapura,2 BHK,1050.0,2.0,50.0,2,4761.904761904762
5693,Vidyaranyapura,2 BHK,1188.0,2.0,50.0,2,4208.754208754209
5694,Vidyaranyapura,3 BHK,1100.0,2.0,75.0,3,6818.181818181818
5695,Vidyaranyapura,3 BHK,1100.0,2.0,72.0,3,6545.454545454545
5696,Vidyaranyapura,4 BHK,2400.0,5.0,135.0,4,5625.0
5697,Vidyaranyapura,2 BHK,1100.0,2.0,41.0,2,3727.2727272727284
5698,Vidyaranyapura,2 BHK,1200.0,2.0,60.5,2,5041.666666666667
5699,Vidyaranyapura,2 BHK,1200.0,2.0,42.0,2,3500.0
5700,Vijayanagar,3 BHK,1704.0,3.0,110.0,3,6455.399061032864
5701,Vijayanagar,3 BHK,1933.0,3.0,129.0,3,6673.564407656491
5702,Vijayanagar,3 BHK,1450.0,3.0,100.0,3,6896.551724137931
5703,Vijayanagar,3 BHK,1580.0,2.0,134.0,3,8481.012658227848
5704,Vijayanagar,3 BHK,1826.0,3.0,121.0,3,6626.506024096386
5705,Vijayanagar,3 BHK,1739.0,3.0,116.0,3,6670.500287521564
5706,Vijayanagar,3 BHK,1490.0,3.0,100.0,3,6711.4093959731545
5707,Vijayanagar,2 BHK,1180.0,2.0,65.0,2,5508.474576271186
5708,Vijayanagar,1 BHK,606.0,1.0,34.78,1,5739.273927392739
5709,Vijayanagar,2 BHK,1352.0,2.0,68.0,2,5029.585798816568
5710,Vijayanagar,3 BHK,1527.0,3.0,115.0,3,7531.106745252127
5711,Vijayanagar,2 BHK,989.0,2.0,60.0,2,6066.7340748230545
5712,Vijayanagar,3 BHK,1520.0,2.0,103.0,3,6776.315789473684
5713,Vijayanagar,3 BHK,1749.0,3.0,117.0,3,6689.536878216123
5714,Vijayanagar,2 BHK,1046.0,2.0,75.0,2,7170.172084130019
5715,Vijayanagar,1 BHK,606.0,1.0,40.0,1,6600.6600660066015
5716,Vijayanagar,2 BHK,1200.0,2.0,62.0,2,5166.666666666667
5717,Vijayanagar,3 BHK,1760.0,3.0,140.0,3,7954.545454545455
5718,Vijayanagar,3 BHK,2047.0,3.0,136.0,3,6643.869076697606
5719,Vijayanagar,3 BHK,1200.0,2.0,75.0,3,6250.0
5720,Vijayanagar,2 BHK,1178.0,2.0,82.0,2,6960.95076400679
5721,Vijayanagar,2 BHK,864.0,2.0,45.0,2,5208.333333333333
5723,Vijayanagar,2 BHK,920.0,2.0,60.0,2,6521.739130434783
5724,Vijayanagar,2 BHK,1019.0,2.0,58.0,2,5691.854759568204
5725,Vijayanagar,5 Bedroom,2400.0,6.0,125.0,5,5208.333333333333
5726,Vijayanagar,2 BHK,1180.0,2.0,86.0,2,7288.13559322034
5727,Vijayanagar,2 BHK,1046.0,2.0,49.06,2,4690.248565965583
5728,Vijayanagar,1 Bedroom,2400.0,2.0,230.0,1,9583.333333333334
5729,Vijayanagar,1 BHK,492.0,1.0,40.0,1,8130.081300813008
5730,Vishveshwarya Layout,1 Bedroom,750.0,1.0,30.0,1,4000.0
5731,Vishveshwarya Layout,4 BHK,2000.0,4.0,75.0,4,3750.0
5732,Vishveshwarya Layout,6 BHK,2100.0,6.0,92.0,6,4380.952380952381
5733,Vishveshwarya Layout,4 Bedroom,2000.0,3.0,90.0,4,4500.0
5734,Vishwapriya Layout,2 BHK,820.0,2.0,30.0,2,3658.536585365853
5735,Vishwapriya Layout,2 BHK,770.0,2.0,30.0,2,3896.1038961038957
5736,Vishwapriya Layout,2 BHK,910.0,2.0,36.0,2,3956.0439560439563
5737,Vishwapriya Layout,2 BHK,890.0,2.0,37.0,2,4157.303370786517
5738,Vittasandra,2 BHK,1404.0,2.0,71.0,2,5056.980056980056
5739,Vittasandra,2 BHK,1246.0,2.0,67.0,2,5377.207062600322
5740,Vittasandra,2 BHK,1404.0,2.0,69.3,2,4935.897435897436
5741,Vittasandra,2 BHK,1246.0,2.0,67.3,2,5401.284109149276
5742,Vittasandra,2 BHK,1246.0,2.0,64.5,2,5176.565008025682
5743,Vittasandra,2 BHK,1246.0,2.0,64.5,2,5176.565008025682
5744,Vittasandra,2 BHK,1246.0,2.0,68.0,2,5457.463884430176
5745,Vittasandra,2 BHK,1238.0,2.0,67.0,2,5411.954765751211
5746,Vittasandra,2 BHK,1404.0,2.0,75.0,2,5341.880341880342
5747,Vittasandra,2 BHK,1246.0,2.0,65.0,2,5216.69341894061
5748,Vittasandra,2 BHK,1238.0,2.0,67.0,2,5411.954765751211
5749,Vittasandra,2 BHK,1246.0,2.0,67.4,2,5409.309791332264
5750,Vittasandra,2 BHK,1259.0,2.0,67.4,2,5353.455123113583
5751,Vittasandra,2 BHK,1404.0,2.0,68.8,2,4900.284900284901
5752,Vittasandra,2 BHK,1246.0,2.0,62.3,2,5000.0
5753,Vittasandra,2 BHK,1246.0,2.0,63.0,2,5056.179775280899
5754,Vittasandra,2 BHK,1246.0,2.0,67.4,2,5409.309791332264
5755,Vittasandra,2 BHK,1246.0,2.0,65.4,2,5248.796147672553
5756,Vittasandra,2 BHK,1238.0,2.0,67.32,2,5437.802907915991
5757,Vittasandra,2 BHK,1246.0,2.0,67.4,2,5409.309791332264
5758,Vittasandra,2 BHK,1246.0,2.0,67.3,2,5401.284109149276
5759,Vittasandra,2 BHK,1404.0,2.0,70.0,2,4985.754985754986
5760,Vittasandra,2 BHK,1259.0,2.0,67.48,2,5359.809372517871
5761,Vittasandra,2 BHK,1404.0,2.0,75.0,2,5341.880341880342
5762,Vittasandra,2 BHK,1246.0,2.0,67.0,2,5377.207062600322
5763,Vittasandra,2 BHK,1404.0,2.0,72.0,2,5128.205128205128
5764,Vittasandra,2 BHK,1246.0,2.0,67.5,2,5417.335473515249
5765,Vittasandra,2 BHK,1246.0,2.0,67.5,2,5417.335473515249
5766,Vittasandra,2 BHK,1404.0,2.0,70.0,2,4985.754985754986
5767,Vittasandra,2 BHK,1246.0,2.0,65.0,2,5216.69341894061
5768,Vittasandra,2 BHK,1246.0,2.0,67.4,2,5409.309791332264
5769,Whitefield,3 BHK,1610.0,3.0,81.0,3,5031.055900621118
5770,Whitefield,2 BHK,1459.0,2.0,94.82,2,6498.971898560658
5771,Whitefield,2 BHK,1280.0,2.0,75.0,2,5859.375
5772,Whitefield,3 BHK,1910.0,3.0,161.0,3,8429.319371727748
5773,Whitefield,4 BHK,3252.0,4.0,230.0,4,7072.570725707257
5774,Whitefield,4 Bedroom,11890.0,4.0,700.0,4,5887.300252312867
5775,Whitefield,2 BHK,1150.0,2.0,70.0,2,6086.95652173913
5776,Whitefield,3 BHK,1768.0,3.0,101.0,3,5712.669683257917
5777,Whitefield,4 Bedroom,4144.0,4.0,315.0,4,7601.351351351353
5778,Whitefield,4 BHK,4104.0,4.0,360.0,4,8771.929824561403
5779,Whitefield,3 BHK,1790.0,3.0,100.0,3,5586.5921787709485
5780,Whitefield,3 BHK,1720.0,3.0,100.0,3,5813.9534883720935
5781,Whitefield,3 BHK,1640.0,4.0,91.0,3,5548.780487804878
5782,Whitefield,3 BHK,2280.0,4.0,126.0,3,5526.315789473684
5783,Whitefield,3 BHK,1897.0,3.0,130.0,3,6852.925672113864
5784,Whitefield,3 BHK,2225.0,2.0,125.0,3,5617.9775280898875
5785,Whitefield,4 BHK,2268.0,3.0,163.0,4,7186.94885361552
5786,Whitefield,4 Bedroom,2400.0,4.0,200.0,4,8333.333333333334
5787,Whitefield,2 BHK,1360.0,2.0,95.0,2,6985.2941176470595
5788,Whitefield,3 BHK,1697.0,3.0,94.79,3,5585.739540365352
5789,Whitefield,4 Bedroom,5000.0,4.0,400.0,4,8000.0
5790,Whitefield,4 Bedroom,3000.0,5.0,250.0,4,8333.333333333334
5791,Whitefield,3 BHK,1700.0,3.0,115.0,3,6764.7058823529405
5792,Whitefield,3 Bedroom,2842.0,3.0,162.0,3,5700.21111893033
5793,Whitefield,3 Bedroom,1500.0,3.0,130.0,3,8666.666666666666
5794,Whitefield,2 BHK,1280.0,2.0,75.0,2,5859.375
5795,Whitefield,3 BHK,1405.0,2.0,78.0,3,5551.601423487546
5796,Whitefield,3 BHK,2225.0,3.0,115.0,3,5168.5393258426975
5797,Whitefield,2 BHK,1272.0,2.0,95.05,2,7472.484276729558
5798,Whitefield,2 BHK,1192.0,2.0,71.0,2,5956.375838926176
5799,Whitefield,3 BHK,1626.0,3.0,89.0,3,5473.5547355473545
5800,Whitefield,3 BHK,1585.0,3.0,88.0,3,5552.050473186121
5801,Whitefield,2 BHK,1280.0,2.0,85.0,2,6640.625
5802,Whitefield,3 Bedroom,1200.0,3.0,68.5,3,5708.333333333332
5803,Whitefield,4 Bedroom,4000.0,4.0,330.0,4,8250.0
5804,Whitefield,3 BHK,1697.0,3.0,108.0,3,6364.1720683559215
5805,Whitefield,4 BHK,3606.0,4.0,312.0,4,8652.246256239601
5806,Whitefield,2 BHK,1485.0,2.0,90.0,2,6060.606060606061
5807,Whitefield,1 BHK,950.0,1.0,50.0,1,5263.157894736842
5808,Whitefield,4 BHK,3584.0,4.0,199.0,4,5552.455357142857
5809,Whitefield,1 BHK,825.0,1.0,45.0,1,5454.545454545455
5810,Whitefield,3 BHK,1635.0,2.0,85.0,3,5198.7767584097855
5811,Whitefield,2 BHK,1216.0,2.0,79.0,2,6496.710526315788
5812,Whitefield,2 BHK,920.0,2.0,63.0,2,6847.826086956522
5813,Whitefield,2 BHK,1170.0,2.0,71.0,2,6068.376068376068
5814,Whitefield,2 BHK,1118.0,2.0,75.0,2,6708.407871198569
5815,Whitefield,3 BHK,1800.0,3.0,110.0,3,6111.11111111111
5816,Whitefield,3 BHK,1562.0,3.0,103.0,3,6594.1101152368765
5817,Whitefield,3 BHK,2321.0,4.0,128.0,3,5514.864282636794
5818,Whitefield,2 BHK,1320.0,2.0,95.0,2,7196.969696969697
5819,Whitefield,3 Bedroom,3010.0,3.0,200.0,3,6644.518272425249
5820,Whitefield,2 BHK,1346.0,2.0,96.17,2,7144.873699851411
5822,Whitefield,4 BHK,2500.0,4.0,155.0,4,6200.0
5823,Whitefield,1 BHK,905.0,1.0,55.0,1,6077.348066298344
5824,Whitefield,4 BHK,2268.0,3.0,146.0,4,6437.389770723104
5825,Whitefield,1 BHK,630.5,1.0,32.79,1,5200.634417129262
5826,Whitefield,4 BHK,3537.0,5.0,210.0,4,5937.234944868533
5827,Whitefield,3 BHK,1697.0,3.0,115.0,3,6776.6647024160275
5828,Whitefield,5 Bedroom,3250.0,5.0,290.0,5,8923.076923076924
5829,Whitefield,2 BHK,1269.0,2.0,75.0,2,5910.1654846335705
5830,Whitefield,5 Bedroom,3227.0,5.0,250.0,5,7747.133560582584
